"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	57	10924709	0.52	0.40	0.68	0.01%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	12	10924709	0.11 (Unreliable)	0.06	0.19	0.00%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1142	10924709	10.45	9.85	11.06	0.18%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	12	10924709	0.11 (Unreliable)	0.06	0.19	0.00%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	153	10924709	1.40	1.18	1.62	0.02%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	793	10924709	7.26	6.75	7.76	0.12%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	29	10924709	0.27	0.18	0.38	0.00%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	16	10924709	0.15 (Unreliable)	0.08	0.24	0.00%
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	10	10924709	0.09 (Unreliable)	0.04	0.17	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"			2270	10924709	20.78	19.92	21.63	0.35%
"Total"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"					2270	10924709	20.78	19.92	21.63	0.35%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	71	20455912	0.35	0.27	0.44	0.01%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	32	20455912	0.16	0.11	0.22	0.00%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	103	20455912	0.50	0.41	0.60	0.02%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	14	20455912	0.07 (Unreliable)	0.04	0.11	0.00%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2029	20455912	9.92	9.49	10.35	0.31%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	15	20455912	0.07 (Unreliable)	0.04	0.12	0.00%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	447	20455912	2.19	1.98	2.39	0.07%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1492	20455912	7.29	6.92	7.66	0.23%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	50	20455912	0.24	0.18	0.32	0.01%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	29	20455912	0.14	0.09	0.20	0.00%
	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	11	20455912	0.05 (Unreliable)	0.03	0.10	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"			4293	20455912	20.99	20.36	21.61	0.66%
"Total"	"2009"	"2009"	"Male"	"M"	"25-34 years"	"25-34"					4293	20455912	20.99	20.36	21.61	0.66%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	100	20646201	0.48	0.39	0.58	0.02%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	52	20646201	0.25	0.19	0.33	0.01%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	86	20646201	0.42	0.33	0.51	0.01%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	13	20646201	0.06 (Unreliable)	0.03	0.11	0.00%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2432	20646201	11.78	11.31	12.25	0.37%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	18	20646201	0.09 (Unreliable)	0.05	0.14	0.00%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	737	20646201	3.57	3.31	3.83	0.11%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1609	20646201	7.79	7.41	8.17	0.25%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	38	20646201	0.18	0.13	0.25	0.01%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	34	20646201	0.16	0.11	0.23	0.01%
	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	23	20646201	0.11	0.07	0.17	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"			5142	20646201	24.91	24.22	25.59	0.79%
"Total"	"2009"	"2009"	"Male"	"M"	"35-44 years"	"35-44"					5142	20646201	24.91	24.22	25.59	0.79%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	169	22069234	0.77	0.65	0.88	0.03%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	55	22069234	0.25	0.19	0.32	0.01%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	97	22069234	0.44	0.36	0.54	0.01%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	33	22069234	0.15	0.10	0.21	0.01%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3311	22069234	15.00	14.49	15.51	0.51%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	18	22069234	0.08 (Unreliable)	0.05	0.13	0.00%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	1080	22069234	4.89	4.60	5.19	0.17%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1570	22069234	7.11	6.76	7.47	0.24%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	52	22069234	0.24	0.18	0.31	0.01%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	39	22069234	0.18	0.13	0.24	0.01%
	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	45	22069234	0.20	0.15	0.27	0.01%
"Total"	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"			6469	22069234	29.31	28.60	30.03	1.00%
"Total"	"2009"	"2009"	"Male"	"M"	"45-54 years"	"45-54"					6469	22069234	29.31	28.60	30.03	1.00%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	116	17076059	0.68	0.56	0.80	0.02%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	41	17076059	0.24	0.17	0.33	0.01%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	67	17076059	0.39	0.30	0.50	0.01%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	18	17076059	0.11 (Unreliable)	0.06	0.17	0.00%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2764	17076059	16.19	15.58	16.79	0.43%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	10	17076059	0.06 (Unreliable)	0.03	0.11	0.00%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	617	17076059	3.61	3.33	3.90	0.09%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	748	17076059	4.38	4.07	4.69	0.12%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	28	17076059	0.16	0.11	0.24	0.00%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	18	17076059	0.11 (Unreliable)	0.06	0.17	0.00%
	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	30	17076059	0.18	0.12	0.25	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"			4457	17076059	26.10	25.33	26.87	0.69%
"Total"	"2009"	"2009"	"Male"	"M"	"55-64 years"	"55-64"					4457	17076059	26.10	25.33	26.87	0.69%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	36	9857942	0.37	0.26	0.51	0.01%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	13	9857942	0.13 (Unreliable)	0.07	0.23	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	26	9857942	0.26	0.17	0.39	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	8	9857942	0.08 (Unreliable)	0.04	0.16	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1834	9857942	18.60	17.75	19.46	0.28%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	9857942	0.05 (Unreliable)	0.02	0.12	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	195	9857942	1.98	1.70	2.26	0.03%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	234	9857942	2.37	2.07	2.68	0.04%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	13	9857942	0.13 (Unreliable)	0.07	0.23	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	21	9857942	0.21	0.13	0.33	0.00%
	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	9	9857942	0.09 (Unreliable)	0.04	0.17	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"			2394	9857942	24.28	23.31	25.26	0.37%
"Total"	"2009"	"2009"	"Male"	"M"	"65-74 years"	"65-74"					2394	9857942	24.28	23.31	25.26	0.37%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	14	5432135	0.26 (Unreliable)	0.14	0.43	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	12	5432135	0.22 (Unreliable)	0.11	0.39	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	18	5432135	0.33 (Unreliable)	0.20	0.52	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	3	5432135	0.06 (Unreliable)	0.01	0.16	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1488	5432135	27.39	26.00	28.78	0.23%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	5432135	0.04 (Unreliable)	0.00	0.13	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	94	5432135	1.73	1.40	2.12	0.01%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	142	5432135	2.61	2.18	3.04	0.02%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	2	5432135	0.04 (Unreliable)	0.00	0.13	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	7	5432135	0.13 (Unreliable)	0.05	0.27	0.00%
	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	5432135	0.13 (Unreliable)	0.05	0.27	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"			1789	5432135	32.93	31.41	34.46	0.28%
"Total"	"2009"	"2009"	"Male"	"M"	"75-84 years"	"75-84"					1789	5432135	32.93	31.41	34.46	0.28%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	18	1735347	1.04 (Unreliable)	0.61	1.64	0.00%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	11	1735347	0.63 (Unreliable)	0.32	1.13	0.00%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	12	1735347	0.69 (Unreliable)	0.36	1.21	0.00%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	597	1735347	34.40	31.64	37.16	0.09%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	47	1735347	2.71	1.99	3.60	0.01%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	1735347	0.06 (Unreliable)	0.00	0.32	0.00%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	68	1735347	3.92	3.04	4.97	0.01%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	4	1735347	0.23 (Unreliable)	0.06	0.59	0.00%
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	5	1735347	0.29 (Unreliable)	0.09	0.67	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"			763	1735347	43.97	40.85	47.09	0.12%
"Total"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"					763	1735347	43.97	40.85	47.09	0.12%
	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	4	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	2	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"			12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2009"	"2009"	"Male"	"M"	"Not Stated"	"NS"					12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2009"	"2009"	"Male"	"M"							29089	150807454	19.29	19.07	19.51	4.48%
"Total"	"2009"	"2009"									36909	306771529	12.03	11.91	12.15	5.68%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Fall"	"GRINJ-003"	1	10097332	0.01 (Unreliable)	0.00	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	12	10097332	0.12 (Unreliable)	0.06	0.21	0.00%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	5	10097332	0.05 (Unreliable)	0.02	0.12	0.00%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	67	10097332	0.66	0.51	0.84	0.01%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	10097332	0.01 (Unreliable)	0.00	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	10097332	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"			87	10097332	0.86	0.69	1.06	0.01%
"Total"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"					87	10097332	0.86	0.69	1.06	0.01%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	5	10736677	0.05 (Unreliable)	0.02	0.11	0.00%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	3	10736677	0.03 (Unreliable)	0.01	0.08	0.00%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	67	10736677	0.62	0.48	0.79	0.01%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	10736677	0.04 (Unreliable)	0.01	0.10	0.00%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	45	10736677	0.42	0.31	0.56	0.01%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	200	10736677	1.86	1.60	2.12	0.03%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	8	10736677	0.07 (Unreliable)	0.03	0.15	0.00%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	3	10736677	0.03 (Unreliable)	0.01	0.08	0.00%
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	10736677	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"			336	10736677	3.13	2.79	3.46	0.05%
"Total"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"					336	10736677	3.13	2.79	3.46	0.05%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	4	10571823	0.04 (Unreliable)	0.01	0.10	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	8	10571823	0.08 (Unreliable)	0.03	0.15	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	16	10571823	0.15 (Unreliable)	0.09	0.25	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	6	10571823	0.06 (Unreliable)	0.02	0.12	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	135	10571823	1.28	1.06	1.49	0.02%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	10571823	0.04 (Unreliable)	0.01	0.10	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	94	10571823	0.89	0.72	1.09	0.01%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	214	10571823	2.02	1.75	2.30	0.03%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	7	10571823	0.07 (Unreliable)	0.03	0.14	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	3	10571823	0.03 (Unreliable)	0.01	0.08	0.00%
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	2	10571823	0.02 (Unreliable)	0.00	0.07	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"			493	10571823	4.66	4.25	5.07	0.08%
"Total"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"					493	10571823	4.66	4.25	5.07	0.08%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	14	20431857	0.07 (Unreliable)	0.04	0.11	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	15	20431857	0.07 (Unreliable)	0.04	0.12	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	26	20431857	0.13	0.08	0.19	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	5	20431857	0.02 (Unreliable)	0.01	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	309	20431857	1.51	1.34	1.68	0.05%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	20431857	0.02 (Unreliable)	0.01	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	356	20431857	1.74	1.56	1.92	0.05%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	331	20431857	1.62	1.45	1.79	0.05%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	18	20431857	0.09 (Unreliable)	0.05	0.14	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	5	20431857	0.02 (Unreliable)	0.01	0.06	0.00%
	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	8	20431857	0.04 (Unreliable)	0.02	0.08	0.00%
"Total"	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"			1092	20431857	5.34	5.03	5.66	0.17%
"Total"	"2010"	"2010"	"Female"	"F"	"25-34 years"	"25-34"					1092	20431857	5.34	5.03	5.66	0.17%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	19	20634607	0.09 (Unreliable)	0.06	0.14	0.00%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	27	20634607	0.13	0.09	0.19	0.00%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	35	20634607	0.17	0.12	0.24	0.01%
	"2010"	"2010"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	7	20634607	0.03 (Unreliable)	0.01	0.07	0.00%
