"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	84	151781326	0.06	0.04	0.07	0.06	0.04	0.07	0.01%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3573	151781326	2.35	2.28	2.43	2.29	2.22	2.37	0.55%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	7592	151781326	5.00	4.89	5.11	4.97	4.85	5.08	1.17%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	243	151781326	0.16	0.14	0.18	0.16	0.14	0.18	0.04%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	180	151781326	0.12	0.10	0.14	0.12	0.10	0.14	0.03%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	151	151781326	0.10	0.08	0.12	0.10	0.08	0.11	0.02%
"Total"	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"			30277	151781326	19.95	19.72	20.17	19.81	19.58	20.03	4.66%
"Total"	"2010"	"2010"	"Male"	"M"					30277	151781326	19.95	19.72	20.17	19.81	19.58	20.03	4.66%
"Total"	"2010"	"2010"							38364	308745538	12.43	12.30	12.55	12.10	11.98	12.22	5.90%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	107	158301098	0.07	0.05	0.08	0.06	0.05	0.08	0.02%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	120	158301098	0.08	0.06	0.09	0.07	0.06	0.08	0.02%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	209	158301098	0.13	0.11	0.15	0.13	0.11	0.15	0.03%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	42	158301098	0.03	0.02	0.04	0.02	0.02	0.03	0.01%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2670	158301098	1.69	1.62	1.75	1.63	1.57	1.69	0.41%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	29	158301098	0.02	0.01	0.03	0.02	0.01	0.03	0.00%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3112	158301098	1.97	1.90	2.03	1.88	1.81	1.94	0.48%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1984	158301098	1.25	1.20	1.31	1.26	1.21	1.32	0.31%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	108	158301098	0.07	0.06	0.08	0.07	0.06	0.08	0.02%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	50	158301098	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	84	158301098	0.05	0.04	0.07	0.05	0.04	0.06	0.01%
"Total"	"2011"	"2011"	"Female"	"F"	"Suicide"	"2"			8515	158301098	5.38	5.26	5.49	5.22	5.11	5.34	1.31%
"Total"	"2011"	"2011"	"Female"	"F"					8515	158301098	5.38	5.26	5.49	5.22	5.11	5.34	1.31%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	553	153290819	0.36	0.33	0.39	0.35	0.32	0.38	0.09%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	234	153290819	0.15	0.13	0.17	0.15	0.13	0.17	0.04%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	598	153290819	0.39	0.36	0.42	0.39	0.36	0.42	0.09%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	115	153290819	0.08	0.06	0.09	0.07	0.06	0.09	0.02%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	17320	153290819	11.30	11.13	11.47	11.20	11.03	11.37	2.67%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	120	153290819	0.08	0.06	0.09	0.08	0.06	0.09	0.02%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3452	153290819	2.25	2.18	2.33	2.19	2.12	2.27	0.53%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	153290819	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	7929	153290819	5.17	5.06	5.29	5.16	5.04	5.27	1.22%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	336	153290819	0.22	0.20	0.24	0.22	0.19	0.24	0.05%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	140	153290819	0.09	0.08	0.11	0.09	0.07	0.10	0.02%
	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	205	153290819	0.13	0.12	0.15	0.13	0.11	0.15	0.03%
"Total"	"2011"	"2011"	"Male"	"M"	"Suicide"	"2"			31003	153290819	20.22	20.00	20.45	20.03	19.81	20.26	4.77%
"Total"	"2011"	"2011"	"Male"	"M"					31003	153290819	20.22	20.00	20.45	20.03	19.81	20.26	4.77%
"Total"	"2011"	"2011"							39518	311591917	12.68	12.56	12.81	12.35	12.23	12.47	6.08%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	136	159421973	0.09	0.07	0.10	0.08	0.06	0.09	0.02%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	161	159421973	0.10	0.09	0.12	0.09	0.08	0.11	0.02%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	256	159421973	0.16	0.14	0.18	0.15	0.13	0.17	0.04%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	54	159421973	0.03	0.03	0.04	0.03	0.02	0.04	0.01%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2756	159421973	1.73	1.66	1.79	1.67	1.61	1.73	0.42%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	42	159421973	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3191	159421973	2.00	1.93	2.07	1.90	1.84	1.97	0.49%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2072	159421973	1.30	1.24	1.36	1.32	1.26	1.38	0.32%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	112	159421973	0.07	0.06	0.08	0.07	0.06	0.08	0.02%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	30	159421973	0.02	0.01	0.03	0.02	0.01	0.03	0.00%
	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	10	159421973	0.01 (Unreliable)	0.00	0.01	0.01 (Unreliable)	0.00	0.01	0.00%
"Total"	"2012"	"2012"	"Female"	"F"	"Suicide"	"2"			8820	159421973	5.53	5.42	5.65	5.37	5.26	5.49	1.36%
"Total"	"2012"	"2012"	"Female"	"F"					8820	159421973	5.53	5.42	5.65	5.37	5.26	5.49	1.36%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	594	154492067	0.38	0.35	0.42	0.37	0.34	0.40	0.09%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	271	154492067	0.18	0.15	0.20	0.17	0.15	0.19	0.04%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	695	154492067	0.45	0.42	0.48	0.45	0.41	0.48	0.11%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	106	154492067	0.07	0.06	0.08	0.07	0.05	0.08	0.02%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	17910	154492067	11.59	11.42	11.76	11.44	11.27	11.61	2.76%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	125	154492067	0.08	0.07	0.10	0.08	0.07	0.09	0.02%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3538	154492067	2.29	2.21	2.37	2.23	2.15	2.30	0.54%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	8016	154492067	5.19	5.08	5.30	5.20	5.08	5.31	1.23%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	394	154492067	0.26	0.23	0.28	0.25	0.23	0.28	0.06%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	94	154492067	0.06	0.05	0.07	0.06	0.05	0.08	0.01%
	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	37	154492067	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
"Total"	"2012"	"2012"	"Male"	"M"	"Suicide"	"2"			31780	154492067	20.57	20.34	20.80	20.34	20.11	20.56	4.89%
"Total"	"2012"	"2012"	"Male"	"M"					31780	154492067	20.57	20.34	20.80	20.34	20.11	20.56	4.89%
"Total"	"2012"	"2012"							40600	313914040	12.93	12.81	13.06	12.57	12.45	12.70	6.25%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	166	160477237	0.10	0.09	0.12	0.10	0.08	0.11	0.03%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	133	160477237	0.08	0.07	0.10	0.08	0.06	0.09	0.02%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	265	160477237	0.17	0.15	0.19	0.16	0.14	0.18	0.04%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	49	160477237	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2934	160477237	1.83	1.76	1.89	1.75	1.68	1.81	0.45%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	46	160477237	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3165	160477237	1.97	1.90	2.04	1.86	1.80	1.93	0.49%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2152	160477237	1.34	1.28	1.40	1.37	1.31	1.43	0.33%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	121	160477237	0.08	0.06	0.09	0.07	0.06	0.09	0.02%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	48	160477237	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	15	160477237	0.01 (Unreliable)	0.01	0.02	0.01 (Unreliable)	0.00	0.01	0.00%
"Total"	"2013"	"2013"	"Female"	"F"	"Suicide"	"2"			9094	160477237	5.67	5.55	5.78	5.48	5.37	5.60	1.40%
"Total"	"2013"	"2013"	"Female"	"F"					9094	160477237	5.67	5.55	5.78	5.48	5.37	5.60	1.40%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	617	155651602	0.40	0.37	0.43	0.38	0.35	0.41	0.09%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	264	155651602	0.17	0.15	0.19	0.17	0.15	0.19	0.04%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	711	155651602	0.46	0.42	0.49	0.45	0.42	0.48	0.11%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	124	155651602	0.08	0.07	0.09	0.08	0.06	0.09	0.02%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	18241	155651602	11.72	11.55	11.89	11.52	11.35	11.69	2.81%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	145	155651602	0.09	0.08	0.11	0.09	0.08	0.11	0.02%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3472	155651602	2.23	2.16	2.30	2.17	2.09	2.24	0.53%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	7910	155651602	5.08	4.97	5.19	5.07	4.96	5.18	1.22%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	404	155651602	0.26	0.23	0.28	0.26	0.23	0.28	0.06%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	115	155651602	0.07	0.06	0.09	0.07	0.06	0.08	0.02%
	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	52	155651602	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
"Total"	"2013"	"2013"	"Male"	"M"	"Suicide"	"2"			32055	155651602	20.59	20.37	20.82	20.28	20.06	20.51	4.93%
"Total"	"2013"	"2013"	"Male"	"M"					32055	155651602	20.59	20.37	20.82	20.28	20.06	20.51	4.93%
"Total"	"2013"	"2013"							41149	316128839	13.02	12.89	13.14	12.61	12.48	12.73	6.33%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	124	161920569	0.08	0.06	0.09	0.07	0.06	0.08	0.02%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	140	161920569	0.09	0.07	0.10	0.08	0.07	0.09	0.02%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	270	161920569	0.17	0.15	0.19	0.16	0.14	0.18	0.04%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	59	161920569	0.04	0.03	0.05	0.03	0.03	0.04	0.01%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3003	161920569	1.85	1.79	1.92	1.78	1.72	1.85	0.46%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	51	161920569	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3295	161920569	2.03	1.97	2.10	1.93	1.86	2.00	0.51%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2533	161920569	1.56	1.50	1.63	1.57	1.51	1.64	0.39%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	131	161920569	0.08	0.07	0.09	0.08	0.07	0.10	0.02%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	43	161920569	0.03	0.02	0.04	0.03	0.02	0.03	0.01%
	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	15	161920569	0.01 (Unreliable)	0.01	0.02	0.01 (Unreliable)	0.00	0.01	0.00%
"Total"	"2014"	"2014"	"Female"	"F"	"Suicide"	"2"			9664	161920569	5.97	5.85	6.09	5.78	5.67	5.90	1.49%
"Total"	"2014"	"2014"	"Female"	"F"					9664	161920569	5.97	5.85	6.09	5.78	5.67	5.90	1.49%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	616	156936487	0.39	0.36	0.42	0.38	0.35	0.41	0.09%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	232	156936487	0.15	0.13	0.17	0.15	0.13	0.17	0.04%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	724	156936487	0.46	0.43	0.49	0.45	0.42	0.49	0.11%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	121	156936487	0.08	0.06	0.09	0.07	0.06	0.09	0.02%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	18383	156936487	11.71	11.54	11.88	11.42	11.25	11.59	2.83%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	126	156936487	0.08	0.07	0.09	0.08	0.07	0.09	0.02%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3513	156936487	2.24	2.16	2.31	2.18	2.11	2.25	0.54%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	156936487	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	8874	156936487	5.65	5.54	5.77	5.62	5.51	5.74	1.37%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	386	156936487	0.25	0.22	0.27	0.24	0.22	0.27	0.06%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	122	156936487	0.08	0.06	0.09	0.08	0.06	0.09	0.02%
	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	64	156936487	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
"Total"	"2014"	"2014"	"Male"	"M"	"Suicide"	"2"			33162	156936487	21.13	20.90	21.36	20.72	20.49	20.95	5.10%
"Total"	"2014"	"2014"	"Male"	"M"					33162	156936487	21.13	20.90	21.36	20.72	20.49	20.95	5.10%
"Total"	"2014"	"2014"							42826	318857056	13.43	13.30	13.56	12.98	12.85	13.10	6.59%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	157	163189523	0.10	0.08	0.11	0.09	0.07	0.10	0.02%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	193	163189523	0.12	0.10	0.13	0.11	0.09	0.12	0.03%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	279	163189523	0.17	0.15	0.19	0.16	0.14	0.18	0.04%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	53	163189523	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3108	163189523	1.90	1.84	1.97	1.83	1.76	1.89	0.48%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	46	163189523	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3409	163189523	2.09	2.02	2.16	1.97	1.91	2.04	0.52%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2721	163189523	1.67	1.60	1.73	1.69	1.62	1.75	0.42%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	161	163189523	0.10	0.08	0.11	0.10	0.08	0.12	0.02%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	44	163189523	0.03	0.02	0.04	0.03	0.02	0.03	0.01%
	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	28	163189523	0.02	0.01	0.02	0.02	0.01	0.02	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"Suicide"	"2"			10199	163189523	6.25	6.13	6.37	6.04	5.92	6.16	1.57%
"Total"	"2015"	"2015"	"Female"	"F"					10199	163189523	6.25	6.13	6.37	6.04	5.92	6.16	1.57%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	606	158229297	0.38	0.35	0.41	0.37	0.34	0.40	0.09%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	316	158229297	0.20	0.18	0.22	0.19	0.17	0.21	0.05%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	729	158229297	0.46	0.43	0.49	0.46	0.43	0.49	0.11%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	130	158229297	0.08	0.07	0.10	0.08	0.06	0.09	0.02%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	1	158229297	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	18910	158229297	11.95	11.78	12.12	11.62	11.45	11.79	2.91%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	128	158229297	0.08	0.07	0.09	0.08	0.07	0.09	0.02%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3407	158229297	2.15	2.08	2.23	2.08	2.01	2.15	0.52%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	2	158229297	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	9134	158229297	5.77	5.65	5.89	5.77	5.65	5.89	1.41%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	450	158229297	0.28	0.26	0.31	0.28	0.26	0.31	0.07%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	114	158229297	0.07	0.06	0.09	0.07	0.06	0.08	0.02%
	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	67	158229297	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
"Total"	"2015"	"2015"	"Male"	"M"	"Suicide"	"2"			33994	158229297	21.48	21.26	21.71	21.05	20.82	21.28	5.23%
"Total"	"2015"	"2015"	"Male"	"M"					33994	158229297	21.48	21.26	21.71	21.05	20.82	21.28	5.23%
"Total"	"2015"	"2015"							44193	321418820	13.75	13.62	13.88	13.29	13.16	13.42	6.80%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	151	164048590	0.09	0.08	0.11	0.08	0.07	0.10	0.02%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	198	164048590	0.12	0.10	0.14	0.11	0.10	0.13	0.03%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	288	164048590	0.18	0.16	0.20	0.17	0.15	0.19	0.04%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	56	164048590	0.03	0.03	0.04	0.03	0.02	0.04	0.01%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3291	164048590	2.01	1.94	2.07	1.93	1.86	2.00	0.51%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	46	164048590	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3382	164048590	2.06	1.99	2.13	1.94	1.87	2.01	0.52%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2591	164048590	1.58	1.52	1.64	1.61	1.55	1.67	0.40%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	169	164048590	0.10	0.09	0.12	0.10	0.09	0.12	0.03%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	55	164048590	0.03	0.03	0.04	0.03	0.02	0.04	0.01%
	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	11	164048590	0.01 (Unreliable)	0.00	0.01	0.01 (Unreliable)	0.00	0.01	0.00%
"Total"	"2016"	"2016"	"Female"	"F"	"Suicide"	"2"			10238	164048590	6.24	6.12	6.36	6.05	5.93	6.17	1.58%
"Total"	"2016"	"2016"	"Female"	"F"					10238	164048590	6.24	6.12	6.36	6.05	5.93	6.17	1.58%
	"2016"	"2016"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	713	159078923	0.45	0.42	0.48	0.43	0.40	0.46	0.11%
	"2016"	"2016"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	299	159078923	0.19	0.17	0.21	0.18	0.16	0.20	0.05%
	"2016"	"2016"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	819	159078923	0.51	0.48	0.55	0.51	0.47	0.54	0.13%
	"2016"	"2016"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	131	159078923	0.08	0.07	0.10	0.08	0.07	0.09	0.02%
	"2016"	"2016"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	19647	159078923	12.35	12.18	12.52	11.98	11.80	12.15	3.02%
