"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Suicide"	"2"	2718	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Homicide"	"3"	1385	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Undetermined "	"4"	391	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Non-Injury, no intent classified"	"9"	183072	Not Applicable	Not Applicable	0.41%
"Total"	"2004"	"2004"	"Apr., 2004"	"2004/04"			196362	Not Applicable	Not Applicable	0.44%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Unintentional"	"1"	9555	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Suicide"	"2"	2771	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Homicide"	"3"	1527	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Undetermined "	"4"	410	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Legal Intervention / Operations of War"	"5"	28	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"May, 2004"	"2004/05"	"Non-Injury, no intent classified"	"9"	180185	Not Applicable	Not Applicable	0.40%
"Total"	"2004"	"2004"	"May, 2004"	"2004/05"			194476	Not Applicable	Not Applicable	0.43%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Unintentional"	"1"	9546	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Suicide"	"2"	2722	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Homicide"	"3"	1444	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Undetermined "	"4"	415	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Non-Injury, no intent classified"	"9"	172116	Not Applicable	Not Applicable	0.38%
"Total"	"2004"	"2004"	"Jun., 2004"	"2004/06"			186273	Not Applicable	Not Applicable	0.41%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Unintentional"	"1"	10105	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Suicide"	"2"	2911	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Homicide"	"3"	1681	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Undetermined "	"4"	426	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Legal Intervention / Operations of War"	"5"	25	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Non-Injury, no intent classified"	"9"	175584	Not Applicable	Not Applicable	0.39%
"Total"	"2004"	"2004"	"Jul., 2004"	"2004/07"			190732	Not Applicable	Not Applicable	0.42%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Unintentional"	"1"	9900	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Suicide"	"2"	2743	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Homicide"	"3"	1572	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Undetermined "	"4"	411	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Non-Injury, no intent classified"	"9"	174733	Not Applicable	Not Applicable	0.39%
"Total"	"2004"	"2004"	"Aug., 2004"	"2004/08"			189386	Not Applicable	Not Applicable	0.42%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Unintentional"	"1"	9215	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Suicide"	"2"	2715	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Homicide"	"3"	1495	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Undetermined "	"4"	418	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Non-Injury, no intent classified"	"9"	170543	Not Applicable	Not Applicable	0.38%
"Total"	"2004"	"2004"	"Sep., 2004"	"2004/09"			184417	Not Applicable	Not Applicable	0.41%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Unintentional"	"1"	9582	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Suicide"	"2"	2772	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Homicide"	"3"	1457	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Undetermined "	"4"	408	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Non-Injury, no intent classified"	"9"	183961	Not Applicable	Not Applicable	0.41%
"Total"	"2004"	"2004"	"Oct., 2004"	"2004/10"			198213	Not Applicable	Not Applicable	0.44%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Unintentional"	"1"	8687	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Suicide"	"2"	2642	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Homicide"	"3"	1346	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Undetermined "	"4"	404	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Legal Intervention / Operations of War"	"5"	29	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Non-Injury, no intent classified"	"9"	180697	Not Applicable	Not Applicable	0.40%
"Total"	"2004"	"2004"	"Nov., 2004"	"2004/11"			193805	Not Applicable	Not Applicable	0.43%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Unintentional"	"1"	9666	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Suicide"	"2"	2467	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Homicide"	"3"	1395	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Undetermined "	"4"	393	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Non-Injury, no intent classified"	"9"	198056	Not Applicable	Not Applicable	0.44%
"Total"	"2004"	"2004"	"Dec., 2004"	"2004/12"			212014	Not Applicable	Not Applicable	0.47%
"Total"	"2004"	"2004"					2397615	Not Applicable	Not Applicable	5.34%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Unintentional"	"1"	9461	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Suicide"	"2"	2703	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Homicide"	"3"	1398	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Undetermined "	"4"	407	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Non-Injury, no intent classified"	"9"	212431	Not Applicable	Not Applicable	0.47%
"Total"	"2005"	"2005"	"Jan., 2005"	"2005/01"			226433	Not Applicable	Not Applicable	0.50%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Unintentional"	"1"	8530	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Suicide"	"2"	2454	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Homicide"	"3"	1290	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Undetermined "	"4"	359	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Legal Intervention / Operations of War"	"5"	24	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Non-Injury, no intent classified"	"9"	200679	Not Applicable	Not Applicable	0.45%
"Total"	"2005"	"2005"	"Feb., 2005"	"2005/02"			213336	Not Applicable	Not Applicable	0.47%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Unintentional"	"1"	9376	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Suicide"	"2"	2826	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Homicide"	"3"	1386	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Undetermined "	"4"	404	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Non-Injury, no intent classified"	"9"	217067	Not Applicable	Not Applicable	0.48%
"Total"	"2005"	"2005"	"Mar., 2005"	"2005/03"			231095	Not Applicable	Not Applicable	0.51%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Unintentional"	"1"	9459	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Suicide"	"2"	2804	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Homicide"	"3"	1453	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Undetermined "	"4"	385	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Non-Injury, no intent classified"	"9"	190704	Not Applicable	Not Applicable	0.42%
"Total"	"2005"	"2005"	"Apr., 2005"	"2005/04"			204835	Not Applicable	Not Applicable	0.46%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Unintentional"	"1"	9865	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Suicide"	"2"	2896	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Homicide"	"3"	1580	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Undetermined "	"4"	367	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Legal Intervention / Operations of War"	"5"	56	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"May, 2005"	"2005/05"	"Non-Injury, no intent classified"	"9"	186062	Not Applicable	Not Applicable	0.41%
"Total"	"2005"	"2005"	"May, 2005"	"2005/05"			200826	Not Applicable	Not Applicable	0.45%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Unintentional"	"1"	9788	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Suicide"	"2"	2763	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Homicide"	"3"	1593	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Undetermined "	"4"	374	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Legal Intervention / Operations of War"	"5"	32	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Non-Injury, no intent classified"	"9"	172825	Not Applicable	Not Applicable	0.38%
"Total"	"2005"	"2005"	"Jun., 2005"	"2005/06"			187375	Not Applicable	Not Applicable	0.42%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Unintentional"	"1"	10952	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Suicide"	"2"	2833	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Homicide"	"3"	1737	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Undetermined "	"4"	451	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Non-Injury, no intent classified"	"9"	175356	Not Applicable	Not Applicable	0.39%
"Total"	"2005"	"2005"	"Jul., 2005"	"2005/07"			191366	Not Applicable	Not Applicable	0.43%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Unintentional"	"1"	10840	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Suicide"	"2"	2752	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Homicide"	"3"	1681	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Undetermined "	"4"	387	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Non-Injury, no intent classified"	"9"	175092	Not Applicable	Not Applicable	0.39%
"Total"	"2005"	"2005"	"Aug., 2005"	"2005/08"			190791	Not Applicable	Not Applicable	0.42%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Unintentional"	"1"	9677	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Suicide"	"2"	2770	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Homicide"	"3"	1474	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Undetermined "	"4"	385	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Non-Injury, no intent classified"	"9"	171136	Not Applicable	Not Applicable	0.38%
"Total"	"2005"	"2005"	"Sep., 2005"	"2005/09"			185480	Not Applicable	Not Applicable	0.41%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Unintentional"	"1"	10043	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Suicide"	"2"	2718	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Homicide"	"3"	1582	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Undetermined "	"4"	402	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Non-Injury, no intent classified"	"9"	183234	Not Applicable	Not Applicable	0.41%
"Total"	"2005"	"2005"	"Oct., 2005"	"2005/10"			198014	Not Applicable	Not Applicable	0.44%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Unintentional"	"1"	9738	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Suicide"	"2"	2572	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Homicide"	"3"	1461	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Undetermined "	"4"	429	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Legal Intervention / Operations of War"	"5"	47	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Non-Injury, no intent classified"	"9"	184366	Not Applicable	Not Applicable	0.41%
"Total"	"2005"	"2005"	"Nov., 2005"	"2005/11"			198613	Not Applicable	Not Applicable	0.44%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Unintentional"	"1"	10080	Not Applicable	Not Applicable	0.02%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Suicide"	"2"	2546	Not Applicable	Not Applicable	0.01%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Homicide"	"3"	1489	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Undetermined "	"4"	392	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Non-Injury, no intent classified"	"9"	205312	Not Applicable	Not Applicable	0.46%
"Total"	"2005"	"2005"	"Dec., 2005"	"2005/12"			219853	Not Applicable	Not Applicable	0.49%
"Total"	"2005"	"2005"					2448017	Not Applicable	Not Applicable	5.45%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Unintentional"	"1"	9552	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Suicide"	"2"	2730	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Homicide"	"3"	1555	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Undetermined "	"4"	454	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Legal Intervention / Operations of War"	"5"	42	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Non-Injury, no intent classified"	"9"	205752	Not Applicable	Not Applicable	0.46%
"Total"	"2006"	"2006"	"Jan., 2006"	"2006/01"			220085	Not Applicable	Not Applicable	0.49%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Unintentional"	"1"	8953	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Suicide"	"2"	2424	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Homicide"	"3"	1223	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Undetermined "	"4"	395	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Legal Intervention / Operations of War"	"5"	32	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Non-Injury, no intent classified"	"9"	188007	Not Applicable	Not Applicable	0.42%
"Total"	"2006"	"2006"	"Feb., 2006"	"2006/02"			201034	Not Applicable	Not Applicable	0.45%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Unintentional"	"1"	10131	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Suicide"	"2"	2763	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Homicide"	"3"	1356	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Undetermined "	"4"	421	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Non-Injury, no intent classified"	"9"	207488	Not Applicable	Not Applicable	0.46%
"Total"	"2006"	"2006"	"Mar., 2006"	"2006/03"			222198	Not Applicable	Not Applicable	0.49%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Unintentional"	"1"	9853	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Suicide"	"2"	2844	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Homicide"	"3"	1526	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Undetermined "	"4"	447	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Non-Injury, no intent classified"	"9"	187377	Not Applicable	Not Applicable	0.42%
"Total"	"2006"	"2006"	"Apr., 2006"	"2006/04"			202085	Not Applicable	Not Applicable	0.45%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Unintentional"	"1"	10364	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Suicide"	"2"	2952	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Homicide"	"3"	1603	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Undetermined "	"4"	424	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Legal Intervention / Operations of War"	"5"	44	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"May, 2006"	"2006/05"	"Non-Injury, no intent classified"	"9"	185241	Not Applicable	Not Applicable	0.41%
"Total"	"2006"	"2006"	"May, 2006"	"2006/05"			200628	Not Applicable	Not Applicable	0.45%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Unintentional"	"1"	10418	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Suicide"	"2"	2875	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Homicide"	"3"	1607	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Undetermined "	"4"	364	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Non-Injury, no intent classified"	"9"	173100	Not Applicable	Not Applicable	0.39%
"Total"	"2006"	"2006"	"Jun., 2006"	"2006/06"			188402	Not Applicable	Not Applicable	0.42%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Unintentional"	"1"	11344	Not Applicable	Not Applicable	0.03%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Suicide"	"2"	2984	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Homicide"	"3"	1797	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Undetermined "	"4"	467	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Non-Injury, no intent classified"	"9"	177947	Not Applicable	Not Applicable	0.40%
"Total"	"2006"	"2006"	"Jul., 2006"	"2006/07"			194576	Not Applicable	Not Applicable	0.43%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Unintentional"	"1"	10773	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Suicide"	"2"	2810	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Homicide"	"3"	1587	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Undetermined "	"4"	441	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Non-Injury, no intent classified"	"9"	175319	Not Applicable	Not Applicable	0.39%
"Total"	"2006"	"2006"	"Aug., 2006"	"2006/08"			190968	Not Applicable	Not Applicable	0.43%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Unintentional"	"1"	10006	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Suicide"	"2"	2724	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Homicide"	"3"	1593	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Undetermined "	"4"	414	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Non-Injury, no intent classified"	"9"	173404	Not Applicable	Not Applicable	0.39%
"Total"	"2006"	"2006"	"Sep., 2006"	"2006/09"			188178	Not Applicable	Not Applicable	0.42%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Unintentional"	"1"	10208	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Suicide"	"2"	2866	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Homicide"	"3"	1600	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Undetermined "	"4"	436	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Legal Intervention / Operations of War"	"5"	41	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Non-Injury, no intent classified"	"9"	187050	Not Applicable	Not Applicable	0.42%
"Total"	"2006"	"2006"	"Oct., 2006"	"2006/10"			202201	Not Applicable	Not Applicable	0.45%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Unintentional"	"1"	9860	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Suicide"	"2"	2697	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Homicide"	"3"	1528	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Undetermined "	"4"	443	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Non-Injury, no intent classified"	"9"	185886	Not Applicable	Not Applicable	0.41%
